geoNameId	geoJSON
49518	{"type":"Polygon","coordinates":[[[30,-2.348],[29.954,-2.331],[29.91,-2.709],[29.698,-2.822],[29.442,-2.801],[29.369,-2.841],[29.328,-2.654],[29.142,-2.594],[29.055,-2.603],[29.032,-2.75],[28.896,-2.664],[28.857,-2.53],[28.893,-2.381],[29.088,-2.28],[29.169,-2.148],[29.132,-1.865],[29.362,-1.515],[29.454,-1.502],[29.563,-1.394],[29.721,-1.346],[29.789,-1.369],[29.819,-1.315],[29.913,-1.483],[30.047,-1.436],[30.291,-1.194],[30.353,-1.064],[30.461,-1.055],[30.467,-1.168],[30.56,-1.339],[30.72,-1.433],[30.83,-1.647],[30.828,-1.857],[30.78,-1.937],[30.896,-2.079],[30.855,-2.317],[30.77,-2.389],[30.714,-2.356],[30.655,-2.413],[30.564,-2.418],[30.393,-2.311],[30.34,-2.363],[30.222,-2.349],[30.132,-2.439],[30,-2.348]]]}
51537	{"type":"MultiPolygon","coordinates":[[[[42.543,-0.394],[42.553,-0.377],[42.563,-0.373],[42.559,-0.383],[42.543,-0.394]]],[[[42.262,-0.746],[42.273,-0.727],[42.298,-0.71],[42.283,-0.724],[42.262,-0.746]]],[[[42.322,-0.659],[42.32,-0.641],[42.347,-0.623],[42.334,-0.658],[42.322,-0.659]]],[[[43.335,11.448],[43.356,11.467],[43.364,11.495],[43.36,11.464],[43.335,11.448]]],[[[43.451,11.491],[43.452,11.5],[43.465,11.511],[43.466,11.509],[43.451,11.491]]],[[[43.455,11.421],[43.459,11.446],[43.473,11.446],[43.472,11.433],[43.455,11.421]]],[[[41.923,-1.163],[41.917,-1.156],[41.945,-1.131],[41.941,-1.145],[41.923,-1.163]]],[[[41.974,-1.086],[41.983,-1.071],[41.991,-1.07],[41.992,-1.077],[41.974,-1.086]]],[[[42.024,-1.022],[42.016,-1.011],[42.053,-0.981],[42.035,-1.016],[42.024,-1.022]]],[[[42.1,-0.948],[42.097,-0.94],[42.106,-0.928],[42.106,-0.936],[42.1,-0.948]]],[[[42.114,-0.916],[42.11,-0.91],[42.117,-0.905],[42.118,-0.907],[42.114,-0.916]]],[[[42.137,-0.889],[42.134,-0.879],[42.165,-0.838],[42.222,-0.796],[42.137,-0.889]]],[[[42.229,-0.79],[42.224,-0.788],[42.238,-0.776],[42.238,-0.781],[42.229,-0.79]]],[[[42.25,-0.751],[42.25,-0.744],[42.256,-0.741],[42.257,-0.748],[42.25,-0.751]]],[[[42.944,11.002],[43.249,11.47],[43.459,11.35],[43.505,11.206],[43.814,10.814],[44.278,10.448],[44.398,10.411],[44.74,10.46],[44.936,10.424],[45.324,10.665],[45.461,10.667],[45.76,10.875],[46.08,10.771],[46.25,10.786],[46.337,10.701],[46.448,10.689],[46.656,10.748],[47.399,11.18],[47.508,11.186],[47.692,11.099],[48.132,11.136],[48.338,11.272],[48.521,11.316],[48.654,11.329],[48.987,11.246],[49.429,11.342],[49.572,11.453],[50.086,11.512],[50.431,11.678],[50.559,11.901],[50.769,11.979],[51.277,11.837],[51.076,11.328],[51.077,11.189],[51.17,11.147],[51.114,10.974],[51.146,10.634],[51.099,10.487],[51.014,10.443],[51.192,10.477],[51.189,10.538],[51.413,10.452],[51.371,10.373],[51.212,10.426],[50.897,10.32],[50.899,10.023],[50.802,9.575],[50.836,9.433],[50.657,9.224],[50.638,9.074],[50.426,8.862],[50.32,8.53],[50.113,8.192],[49.827,7.942],[49.732,7.574],[49.219,6.758],[49.074,6.411],[49.041,6.15],[48.668,5.529],[48.202,4.903],[47.954,4.464],[46.764,3.16],[46.015,2.428],[45.004,1.861],[44.549,1.555],[43.489,0.65],[42.067,-0.896],[41.558,-1.675],[41.555,-1.592],[40.998,-0.866],[40.987,2.83],[41.337,3.167],[41.938,4.062],[42.074,4.176],[42.851,4.303],[42.98,4.521],[43.164,4.671],[43.686,4.892],[43.982,4.963],[44.951,4.902],[46.561,6.619],[47.988,8.004],[47.012,8.001],[44.011,9.007],[43.627,9.354],[43.583,9.336],[43.431,9.426],[43.387,9.557],[43.275,9.646],[43.216,9.881],[43.077,9.931],[43.009,10.088],[42.848,10.224],[42.786,10.456],[42.663,10.633],[42.944,11.002]]]]}
69543	{"type":"MultiPolygon","coordinates":[[[[53.294,12.111],[53.259,12.113],[53.247,12.122],[53.274,12.131],[53.294,12.111]]],[[[52.286,12.157],[52.1,12.214],[52.063,12.242],[52.391,12.206],[52.371,12.162],[52.286,12.157]]],[[[53.486,12.415],[53.303,12.537],[53.381,12.553],[53.396,12.656],[53.516,12.713],[53.646,12.704],[53.823,12.599],[54.104,12.702],[54.531,12.547],[54.134,12.349],[53.999,12.328],[53.669,12.305],[53.546,12.341],[53.486,12.415]]],[[[53.065,12.129],[53.029,12.141],[52.98,12.163],[53.068,12.179],[53.065,12.129]]],[[[41.839,15.536],[41.816,15.544],[41.842,15.567],[41.854,15.549],[41.839,15.536]]],[[[42.588,15.911],[42.587,15.915],[42.597,15.924],[42.599,15.922],[42.588,15.911]]],[[[42.407,16.095],[42.402,16.102],[42.415,16.109],[42.412,16.096],[42.407,16.095]]],[[[42.268,16.138],[42.273,16.146],[42.281,16.148],[42.281,16.145],[42.268,16.138]]],[[[42.543,15.564],[42.533,15.566],[42.555,15.574],[42.554,15.569],[42.543,15.564]]],[[[42.602,15.622],[42.582,15.648],[42.636,15.629],[42.635,15.628],[42.602,15.622]]],[[[42.303,15.659],[42.278,15.691],[42.291,15.715],[42.296,15.711],[42.303,15.659]]],[[[42.675,15.687],[42.673,15.691],[42.682,15.713],[42.684,15.71],[42.675,15.687]]],[[[42.541,15.703],[42.541,15.707],[42.565,15.707],[42.561,15.704],[42.541,15.703]]],[[[42.465,15.698],[42.384,15.701],[42.376,15.742],[42.48,15.716],[42.465,15.698]]],[[[42.493,15.722],[42.494,15.73],[42.501,15.731],[42.503,15.724],[42.493,15.722]]],[[[42.607,15.739],[42.6,15.743],[42.624,15.77],[42.623,15.765],[42.607,15.739]]],[[[42.371,16.179],[42.357,16.202],[42.369,16.22],[42.384,16.2],[42.371,16.179]]],[[[42.496,16.255],[42.478,16.26],[42.474,16.263],[42.485,16.264],[42.496,16.255]]],[[[42.328,16.278],[42.293,16.289],[42.335,16.32],[42.343,16.304],[42.328,16.278]]],[[[41.967,16.301],[41.958,16.302],[41.962,16.326],[41.971,16.305],[41.967,16.301]]],[[[42.199,16.285],[42.19,16.294],[42.196,16.324],[42.21,16.307],[42.199,16.285]]],[[[42.237,16.295],[42.236,16.314],[42.261,16.333],[42.245,16.301],[42.237,16.295]]],[[[42.33,16.349],[42.341,16.356],[42.346,16.354],[42.343,16.351],[42.33,16.349]]],[[[42.777,16.359],[42.757,16.374],[42.759,16.398],[42.763,16.374],[42.777,16.359]]],[[[42.285,16.376],[42.287,16.382],[42.304,16.381],[42.301,16.377],[42.285,16.376]]],[[[42.436,16.357],[42.437,16.365],[42.458,16.366],[42.459,16.363],[42.436,16.357]]],[[[42.464,16.266],[42.462,16.309],[42.504,16.284],[42.504,16.27],[42.464,16.266]]],[[[42.351,16.261],[42.346,16.271],[42.361,16.284],[42.359,16.264],[42.351,16.261]]],[[[43.429,12.631],[43.416,12.651],[43.388,12.659],[43.433,12.658],[43.429,12.631]]],[[[44.716,12.733],[44.707,12.734],[44.704,12.737],[44.716,12.74],[44.716,12.733]]],[[[43.228,13.276],[43.227,13.281],[43.23,13.29],[43.235,13.27],[43.228,13.276]]],[[[42.729,13.617],[42.739,13.628],[42.719,13.601],[42.717,13.608],[42.729,13.617]]],[[[42.8,13.704],[42.797,13.711],[42.799,13.716],[42.804,13.707],[42.8,13.704]]],[[[42.782,13.777],[42.778,13.786],[42.78,13.788],[42.787,13.783],[42.782,13.777]]],[[[42.741,13.641],[42.739,13.643],[42.742,13.651],[42.747,13.647],[42.741,13.641]]],[[[42.675,13.648],[42.701,13.734],[42.773,13.781],[42.741,13.693],[42.675,13.648]]],[[[42.773,13.839],[42.775,13.865],[42.803,13.876],[42.786,13.843],[42.773,13.839]]],[[[42.814,13.866],[42.814,13.877],[42.817,13.882],[42.819,13.875],[42.814,13.866]]],[[[48.46,13.972],[48.46,13.977],[48.466,13.98],[48.467,13.975],[48.46,13.972]]],[[[42.956,14.518],[42.936,14.541],[42.946,14.56],[42.945,14.545],[42.956,14.518]]],[[[42.708,13.938],[42.706,13.942],[42.712,13.954],[42.714,13.952],[42.708,13.938]]],[[[42.762,13.905],[42.675,14.006],[42.755,14.067],[42.79,14.026],[42.762,13.905]]],[[[42.931,14.584],[42.899,14.609],[42.897,14.619],[42.943,14.61],[42.931,14.584]]],[[[42.917,14.935],[42.914,14.944],[42.919,14.947],[42.922,14.942],[42.917,14.935]]],[[[42.159,15.017],[42.149,15.022],[42.156,15.037],[42.164,15.029],[42.159,15.017]]],[[[42.029,15.176],[42.019,15.197],[42.024,15.207],[42.034,15.179],[42.029,15.176]]],[[[42.041,15.2],[42.042,15.218],[42.049,15.222],[42.06,15.186],[42.041,15.2]]],[[[42.492,15.488],[42.478,15.495],[42.502,15.506],[42.529,15.497],[42.492,15.488]]],[[[42.583,15.264],[42.534,15.302],[42.553,15.386],[42.636,15.456],[42.57,15.394],[42.635,15.4],[42.583,15.264]]],[[[42.617,15.409],[42.617,15.413],[42.623,15.418],[42.625,15.411],[42.617,15.409]]],[[[42.175,15.034],[42.157,15.065],[42.172,15.083],[42.187,15.069],[42.175,15.034]]],[[[42.148,15.082],[42.142,15.085],[42.149,15.094],[42.154,15.086],[42.148,15.082]]],[[[42.407,15.469],[42.378,15.49],[42.358,15.533],[42.379,15.529],[42.407,15.469]]],[[[45.019,12.844],[44.895,12.773],[44.851,12.792],[44.846,12.773],[44.919,12.766],[44.877,12.726],[44.578,12.811],[44.421,12.67],[44.171,12.616],[44.15,12.655],[43.968,12.591],[43.604,12.745],[43.465,12.672],[43.49,12.822],[43.256,13.204],[43.29,13.677],[42.959,14.503],[43.018,14.436],[42.985,14.655],[42.863,14.897],[42.929,14.806],[42.938,14.927],[42.842,15.152],[42.692,15.215],[42.629,15.184],[42.596,15.237],[42.672,15.243],[42.663,15.316],[42.697,15.367],[42.683,15.297],[42.753,15.275],[42.771,15.209],[42.807,15.283],[42.769,15.467],[42.693,15.564],[42.684,15.701],[42.809,15.868],[42.834,16.025],[42.823,16.191],[42.799,16.235],[42.794,16.329],[42.764,16.404],[42.957,16.402],[42.95,16.497],[43.121,16.529],[43.131,16.671],[43.235,16.643],[43.212,16.71],[43.275,16.747],[43.138,16.911],[43.195,16.944],[43.181,17.032],[43.249,17.015],[43.227,17.075],[43.16,17.087],[43.202,17.259],[43.336,17.304],[43.228,17.385],[43.241,17.481],[43.431,17.564],[43.683,17.367],[43.967,17.331],[44.011,17.403],[44.111,17.366],[44.138,17.409],[44.366,17.433],[44.567,17.4],[45.217,17.433],[45.4,17.333],[46.1,17.25],[46.367,17.233],[46.75,17.283],[47,16.95],[47.183,16.95],[47.467,17.117],[47.6,17.45],[48.183,18.167],[49.117,18.617],[50.783,18.783],[52,19],[52.782,17.35],[52.746,17.294],[52.812,17.286],[53.107,16.654],[52.452,16.422],[52.278,16.258],[52.147,15.951],[52.203,15.815],[52.199,15.603],[51.366,15.23],[50.511,15.031],[50.176,14.841],[49.935,14.846],[49.31,14.618],[49.17,14.502],[49.082,14.505],[48.991,14.319],[48.686,14.039],[48.183,13.962],[48.133,14.016],[47.968,14.044],[47.638,13.863],[47.384,13.644],[46.928,13.539],[46.697,13.425],[46.045,13.416],[45.669,13.347],[45.381,13.054],[45.134,12.976],[45.028,12.75],[44.969,12.778],[45.023,12.794],[45.019,12.844]]]]}
99237	{"type":"MultiPolygon","coordinates":[[[[47.97,30.011],[47.961,30.023],[47.96,30.04],[47.969,30.032],[47.97,30.011]]],[[[48.485,29.98],[48.567,29.916],[48.399,29.928],[48.21,30.033],[48,30.001],[47.95,30.061],[47.957,30.012],[47.709,30.096],[47.354,30.092],[47.181,30.026],[46.867,29.432],[46.556,29.103],[46.433,29.069],[44.72,29.206],[43.596,29.603],[43.611,30.022],[42.086,31.119],[41.444,31.378],[40.422,31.958],[39.203,32.158],[39.301,32.23],[39.26,32.356],[39.044,32.304],[38.986,32.478],[39.086,32.502],[38.796,33.368],[41.012,34.42],[41.238,34.785],[41.233,35.248],[41.283,35.486],[41.394,35.63],[41.381,35.835],[41.258,36.055],[41.295,36.356],[41.411,36.523],[41.828,36.593],[42.385,37.067],[42.364,37.109],[42.592,37.147],[42.799,37.377],[42.974,37.317],[43.167,37.374],[43.501,37.248],[43.8,37.23],[43.853,37.191],[44.03,37.325],[44.142,37.316],[44.279,37.236],[44.29,37.175],[44.202,37.098],[44.32,36.967],[44.351,37.049],[44.638,37.187],[44.771,37.167],[44.822,37.048],[44.921,37.02],[44.924,36.907],[44.861,36.784],[44.956,36.775],[45.072,36.691],[45.019,36.527],[45.108,36.419],[45.246,36.432],[45.284,36.383],[45.315,36.276],[45.279,36.253],[45.333,36.234],[45.387,36.085],[45.356,35.982],[45.557,36.001],[45.763,35.801],[46.093,35.861],[46.16,35.8],[46.349,35.809],[46.239,35.712],[46.013,35.678],[45.989,35.5],[46.156,35.287],[46.112,35.23],[46.203,35.198],[46.157,35.159],[46.189,35.108],[46.072,35.079],[46.064,35.036],[45.934,35.081],[45.883,35.031],[45.874,34.902],[45.799,34.91],[45.788,34.842],[45.701,34.812],[45.674,34.717],[45.748,34.542],[45.536,34.591],[45.532,34.492],[45.454,34.437],[45.503,34.327],[45.548,34.349],[45.588,34.303],[45.58,34.143],[45.413,33.972],[45.525,33.932],[45.777,33.623],[45.755,33.593],[45.907,33.626],[45.95,33.547],[45.871,33.491],[45.995,33.501],[46.051,33.374],[46.197,33.253],[46.205,33.18],[46.142,33.119],[46.05,33.121],[46.168,33.061],[46.102,32.97],[46.409,32.943],[46.737,32.762],[47.108,32.476],[47.177,32.452],[47.298,32.493],[47.449,32.401],[47.445,32.324],[47.567,32.224],[47.538,32.139],[47.648,32.084],[47.864,31.793],[47.699,31.4],[47.702,30.992],[48.031,30.994],[48.035,30.485],[48.17,30.423],[48.198,30.327],[48.267,30.336],[48.399,30.21],[48.383,30.127],[48.485,29.98]]]]}
